id,original,simplified
110,El jugador del Fútbol Club Barcelona Andrés Iniesta colaborará de nuevo con la Federación Española de Enfermedades Raras y pondrá cara a su campaña de sensibilización de 2011. , Andrés Iniesta es jugador de fútbol en el Fútbol Club Barcelona. Andrés Iniesta ayudará este año a la Federación Española de Enfermedades Raras. También prestará su imagen a la campaña de esta Federación.
111,"Según informó la federación, esta iniciativa pretende reivindicar igualdad de oportunidades para las personas con patologías poco frecuentes y un trato más justo hacia ellas y sus familias.", La campaña quiere conseguir que las personas con enfermedades raras y sus familias tengan las mismas oportunidades que otras personas.
112,"Entre otros aspectos, la campaña reclama equidad en el acceso al tratamiento, en el ejercicio de derechos sociales básicos y en la asistencia sociosanitaria.", La campaña también quiere conseguir los mismos derechos sociales y la atención médica para estas personas.
113,"Se desarrollará a lo largo de febrero de 2011 en coincidencia con el Día Internacional de las Enfermedades Raras, y prevé la organización de más de 100 eventos, como talleres y charlas, durante todo el mes.", La campaña será en febrero de 2011.
114,"Según la federación, el acto principal tendrá lugar el 27 de febrero y consistirá en una nueva edición de la Carrera por la Esperanza de las Familias con Enfermedades Raras, a la que Iniesta también prestará su imagen.", El acto más importante de la campaña será una carrera por las familias de personas con enfermedades raras. Andrés Iniesta también será la imagen de esta carrera.
115,COMIENZA LA I MUESTRA DE CINE PALESTINO EN LA FILMOTECA NACIONAL., Comienza la primera exposición de Cine Palestino en Madrid.
116,"El estreno de la película Zindeeq en la Filmoteca Nacional de Madrid será el punto de partida de la I Muestra de Cine Palestino, con la presencia de su director, el palestino Michel Khleifi, y de la cineasta española Inés Paris. ", La primera exposición de Cine Palestino en Madrid empieza con la película Zindeeq. Michel Khleifi es de Palestina y es el director de la película Zindeeq. Michel Khleifi  estará en la exposición cuando la película Zindeeq se vea por primera vez.
117,"La inauguración contará también con la presencia de Musa Amer Odeh, representante de la misión diplomática palestina en España. ", También estará en la exposición la representante de Palestina en España.
118,"Por primera vez Madrid acoge una muestra de cine dedicada exclusivamente a la filmografía realizada por profesionales palestinos, dentro y fuera de su territorio.", Por primera vez hay una exposición de cine palestino en Madrid.
119,"Del 19 al 30 de noviembre se proyectarán un total de 54 películas, con el propósito, según los organizadores, de mostrar la identidad y la cultura árabe palestina a través del cine y exponer su heterogeneidad vista desde dentro, a través de la variedad de sus prácticas, géneros e historias cinematográficas.", La exposición de cine estará en Madrid desde el 19 al 30 de noviembre. En la exposición se verán más de 50 películas. El objetivo de la exposición es mostrar la cultura de Palestina.
120,"La programación, agregaron, pretende mostrar perspectivas diferentes de la realidad cinematográfica y temática desde los enfoques conceptuales y experimentales de innovación artística, hasta el cine sociopolítico y de activismo social.", La exposición también muestra los diferentes tipos de cine: el cine artístico y el cine social.
121,"Ban Ki-moon :""Las necesidades humanitarias son cada vez mayores"""," Ban Ki-moon :""Las necesidades humanitarias son cada vez mayores"""
122,"Ban Ki-moon :""Las necesidades humanitarias son cada vez mayores""", Ban Ki-Moon dice que las necesidades humanitarias aumentan .
123,"El secretario general de la ONU , Ban Ki-moon , reclamó una mayor financiación mundial para atender las necesidades humanitarias de 2011 , con un llamamiento de casi 7.400 millones de euros ( unos 5.400 millones de euros ) , la mayor petición realizada jamás por Naciones Unidas .", Es la mayor petición de dinero hecha por la ONU . Ban Ki-Moon es el secretario general de la ONU . El secretario general de la ONU ha pedido más de 7000 millones de euros para las necesidades humanitarias .
124,Cada vez más personas confían en nosotros para salvar la vida y llevar una vida sostenible ., Cada vez más personas dependen de la ONU para vivir .
125,"Se necesita más apoyo que nunca antes"", apuntó , según informó la Oficina de las Naciones Unidas para la Coordinación de Asuntos Humanitarios .", Por eso la ONU necesita más apoyo .
126,"Ban indicó que ,""en conjunto , todos tenemos que hacer esfuerzos adicionales para asegurar una financiación suficiente y previsible para el trabajo humanitario .", Todos tenemos que hacer un esfuerzo para financiar la acción humanitaria .
127,"El secretario general de la ONU hizo esta petición en la Conferencia Humanitaria de Financiación , en Ginebra ( Suiza ) , después de que Naciones Unidas hiciera público el pasado mes de noviembre su""Llamamiento Humanitario 2011"", con el que pide casi 7.400 millones de dólares ( unos 5.400 millones de euros ) para ofrecer ayudar a unos 50 millones de personas .", El secretario general de la ONU pidió el dinero para ayudar a 50 millones de personas .
128,COSPEDAL RECHAZA LA EUFORIA Y PIDE RESPONSABILIDAD PARA EL FUTURO., María Dolores de Cospedal pide responsabilidad para el futuro. 
129,"La secretaria general del Partido Popular, María Dolores de Cospedal, afirmó que la Convención Nacional celebrada en Sevilla este fin de semana ha servido para convocar a todos los españoles a confiar en un proyecto de recuperación nacional y lanzar un mensaje carente de euforia y lleno de responsabilidad. "," María Dolores de Cospedal es la secretaria general del Partido Popular.  Cospedal afirma que estos resultados han servido para unir a los españoles. Así, todolos españoles estarán unidos para recuperar España de la crisis.  "
130,"A su juicio, el acto ha servido para demostrar que es el momento de la recuperación nacional y convocar a todos los españoles, vengan de donde vengan, para un programa conjunto que permita sacar al país de la crisis.", Cospedal piensa que es el momento de recuperar España.  También ha dicho que todos los españoles deben estar unidos para sacar a España de la crisis.
131,"ARRANCA LA LIGA MASCULINA DE GOALBALL, EL ÚNICO DEPORTE ESPECÍFICO PARA CIEGOS.", Comienza la liga masculina de Goalball. El Goalball es el único deporte específico para ciegos.
132,"Comienza la nueva temporada de la Primera División Masculina de Goalball, con la disputa de la primera jornada en Madrid, en la que participarán los siete mejores equipos de la pasada temporada: Alicante A, Barcelona, Castellón, Chamartín (Madrid), Girona, Innova Canarias Cludeón y Valencia. ", Comienza la nueva temporada de la liga masculina de Goalball. En esta liga participarán los mejores equipos de la pasada temporada.
133,"La competición, organizada por la Federación Española de Deportes para Ciegos (FEDC), se disputará a doble vuelta durante tres fines de semana.", La liga está organizada por la Federación Española de Deportes para Ciegos. Esta liga durará tres fines de semana y se jugará en las instalaciones de la ONCE en Madrid.
134,"Los cuatro primeros equipos clasificados disputarán después el Campeonato de España, en tanto que los dos últimos descenderán a la Segunda División.", Los cuatro mejores equipos de la liga irán al torneo de España.
135,"El Complejo Deportivo y Cultural de la ONCE en Madrid será el escenario del comienzo de la liga, en la que el Valencia defenderá su título de vigente campeón basando su juego en Jesús Santana, paralímpico en Pekín 2008, al que se ha sumado el también internacional Javier Serrato.", El actual campeón de liga es el Valencia y luchará por ganarla otra vez.
136,"Por su parte, el Castellón, ganador de los dos últimos campeonatos de España, aspira a convertirse en la alternativa, de la mano de sus dos jugadores paralímpicos: Vicente Galiana y Ricardo Fernández.", El Castellón ha sido campeón de España en otros años y también quiere ganar la liga este año.
137,Cada año nacen unos 370.000 niños con sida, Cada año nacen unos 370.000 niños con sida
138,Cada año nacen unos 370.000 niños con sida, Cada año nacen más de 300 mil niños con sida .
139,"La ONU calcula que unos 370.000 niños nacen con sida cada año y considera que todos estos casos se pueden prevenir y lograr una generación sin esta enfermedad si la comunidad internacional se esfuerza en ofrecer prevención , tratamiento y protección social universal .", Necesitamos medicamentos y protección universal para evitar el sida . Cada año nacen más de 300 mil niños con sida . La ONU cree que esta enfermedad puede evitar se .
140,"Así figura en el informe""Niños y VIH / Sida : quinto inventario de la situación 2010"", presentado con motivo de el Día Mundial de el Sida por cinco agencias de la ONU :"," Así lo afirma el informe""Niños y Sida""."
141,"El informe señala que , en general , los niños se han beneficiado de el progreso alcanzado en la respuesta ante el VIH / Sida , pero aún hay millones de mujeres y menores que se han contagiado por desigualdades arraigadas de género , situación económica , localización geográfica , nivel educativo y estatus social ."," Estas mujeres y niños tienen esta enfermedad porque viven en países pobres y no tienen educación . Sin embargo , todavía hay muchas mujeres y niños que tienen sida . El informe señala que la situación de los niños con sida mejora ."
142,AUMENTAN LOS PROBLEMAS DE FERTILIDAD POR EL CONSUMO DE ESTEROIDES., Las personas que consumen esteroides pueden tener problemas de fertilidad.
143,"Ferran García, director de la Unidad de Andrología del Institut Marquès, ha advertido de los peligros que entraña el consumo abusivo de anabolizantes para la salud sexual y reproductiva de los varones, que, según su experiencia, los utilizan cada vez más para ganar musculatura.", El doctor Ferrán García advierte del peligro que tiene el consumo de esteroides.
144,"El doctor García alertó de que en los últimos años el consumo de esteroides, especialmente en varones jóvenes, ""ha ido extendiéndose hasta convertirse en un peligro para la salud, cuyas consecuencias pueden ser, en algunos casos, irreversibles"".", El doctor García también dice que el consumo de esteroides ha crecido en los últimos años entre los hombres jóvenes.
145,"Algunos de los efectos que los anabolizantes pueden provocar en el varón que recurre a ellos para conseguir una mayor masa corporal por razones puramente estéticas son la azoospermia (ausencia de espermatozoides en el eyaculado), ginecomastia (desarrollo de la mama masculina) o disfunción eréctil, entre otros trastornos sexuales."," Sin embargo, el consumo de esteroides puede ser peligroso para la salud sexual. También puede provocar problemas de fertilidad."
